Word,valence,arousal,dominance
den,5.11,2.86,5.68
deniability,3.89,4.5,5.71
denial,3.57,4.85,4.05
denim,6,3.67,5.76
denominator,4.61,4.09,5.25
denounce,4.24,4.08,4
dense,4.68,3.59,5.08
density,5.15,3.55,4.55
dent,3.52,3.46,4.95
dental,4.73,4.79,3.62
dentist,3.84,4.37,4.7
deny,3.81,5.63,4.29
deodorant,6.09,3.73,6.33
depart,4.05,3.9,4.36
department,5.33,2.5,4.83
departmental,4.67,4.12,4.71
departure,4.05,3.65,5.09
depend,5,4.45,6.21
dependable,7.24,3.5,6.3
dependence,3.6,3.55,4
dependency,3.71,4.26,3.71
dependent,4.5,3.73,4.37
depict,4.74,3.88,5.71
deplorable,3.9,4.73,4
deploy,4.25,4.96,4.9
deployment,3.32,5.95,3.71
deport,3.14,3.84,3.73
deportation,3.57,4.42,4.04
depose,4.2,4.3,5
deposit,6.25,4.5,6.37
deposition,3.53,4.18,4.12
depository,4.76,4.05,5.58
depot,5.18,3.19,5.45
depravity,3.05,4.36,3.89
depress,2.47,3.14,3.67
depressed,2.27,4.25,3.91
depressing,2.48,3,3.57
depression,2.44,5.2,3.33
depressive,2.64,3.48,3.64
deprivation,2.58,4.57,3.38
deprive,3.37,3.72,4.24
depth,5.8,4.35,5.24
deputy,5.3,4.05,5.52
derail,3.86,4.85,4.22
derelict,3.78,4.4,4.22
derivative,4.7,3.72,4.59
derive,4.72,2.9,5.95
dermatologist,6,3.61,4.53
derogatory,2.7,3.95,3.68
descend,4.67,3.17,5.4
descendant,5.26,4.24,5.48
descent,5.3,3.9,4.32
describe,5.9,2.95,5.55
description,5.24,3.64,5.54
descriptive,5.74,3.45,6.48
desecrate,3.05,4.12,4.1
desecration,2.94,5.1,3.84
desert,5.36,3.5,5.58
deserter,3.27,4.97,4.31
desertion,4,3.67,4.05
deserve,6.77,4.5,6.32
deserving,6.7,4.35,7.17
design,6.8,3.95,5.8
designate,5.62,4.6,5.61
designated,5.1,3.85,5.14
designer,5.57,5,5.44
desirable,6.95,6.25,6.15
desire,7.05,6.2,6.07
desist,4.27,3.84,4.43
desk,5.56,2.45,5.72
desolate,2.95,3.22,2.94
desolation,2.91,4.04,4.25
despair,3.61,4.64,4.05
despairing,3,4.91,3.64
desperado,4.4,3.41,4.14
desperate,3.19,5,3.21
desperation,2.55,6.3,4
despicable,2.76,4.86,3.24
despise,3.08,4.77,4.38
despondent,3.81,4.64,3.46
dessert,7.2,5.5,5.73
destination,6.4,4.57,6.52
destiny,6.73,4.76,5.45
destitute,2.11,4.2,4.3
destroy,2.67,5.16,4.3
destroyer,2.16,6.09,3.67
destruct,3.5,6.09,4.42
destruction,2.53,5.62,3.78
destructive,3.11,6.38,4.85
detach,4.5,3.19,5.5
detached,3.65,3.6,4.95
detachment,4.3,3.32,5.93
detail,5.67,3.81,7.14
detailed,6.1,4.35,5.47
detain,3,4.25,4.86
detect,5.09,4.57,6.32
detection,4.63,3.95,5.11
detective,5.06,4.55,4.39
detector,4.42,4.52,5.59
detention,3.28,4.57,4.2
deter,4.05,3.86,5.13
detergent,5.42,3.25,5.6
deteriorate,3.64,4.86,3.85
deteriorating,2.63,5.52,4.18
deterioration,2.89,5,2.73
determination,7.58,5.52,7.06
determine,6,4.68,7.09
deterrent,4.58,4.23,4.89
detest,3.05,5.09,4.65
detonate,3.26,6.1,3.33
detonation,3.4,4.83,5
detonator,4.3,5.39,5.29
detour,3.86,4.58,4.05
detriment,3.67,4.4,4.47
deuce,4.53,3.5,4.96
deutschmark,4.42,3.23,4.25
devastating,2.09,5.5,3.96
devastation,2.91,5.48,3.09
develop,6.05,4.5,6.71
developer,5.89,3.75,5.29
development,5.25,4.23,6.68
deviant,3.35,5.62,4.38
deviate,5.1,4.27,5.19
deviation,4.9,4.7,4.94
device,5.79,3.42,5.95
devil,3.11,5.4,3.84
deviled,3.37,4.24,4.25
devilish,4.22,6.38,5.43
devious,3.57,3.83,5.16
devise,4.45,4.48,5.15
devoid,3.61,3.22,3.82
devote,5.53,4.05,7.05
devoted,7.16,4.22,6.21
devotion,6,4.73,6.3
devour,5.21,6.06,4.95
devout,4.48,4.13,5.89
dew,4.79,3.04,5.67
dexterity,6.35,3.26,6.08
diabetes,2.74,4.04,3.11
diabetic,3,3.86,2.73
diabolical,3.23,5.32,3.3
diagnose,5,3.72,4.71
diagnosis,4.62,4,3.55
diagnostic,4.81,4.57,4.33
diagonal,5.17,3.29,5.13
diagram,5.47,3.71,6.13
dial,4.63,3.76,6.89
dialect,6,4.26,5.35
dialogue,6.25,2.86,5
dialysis,3.24,4.91,3.23
diameter,4.76,4.04,5.28
diamond,6.88,5.82,5.64
diaper,3.71,3.41,4.14
diaphragm,4.67,3.96,5.24
diarrhea,2.1,6.85,2.58
diary,6,3.73,6.86
dib,5,3.05,6
dibs,5.21,4.62,5.35
dice,5.8,4.64,4.56
dicey,4.24,4.7,4.29
dick,3.06,5.6,3.44
dickhead,2.6,5.26,3.5
dictate,4.4,3.24,4.96
dictation,4.26,2.94,4.47
dictator,2.77,5.5,4.19
dictatorship,2.62,6.38,2.76
diction,4.85,3.73,6.05
dictionary,6.05,2.91,5.88
diddle,4.75,3.15,4.95
die,1.67,6.9,3.28
diesel,4.32,3.78,5.29
diet,4.42,3.83,5.29
differ,5.1,3.26,5.47
difference,4.89,3.15,5.44
different,5.91,3.95,6.47
differential,4,3.62,5.05
difficult,3.78,4.45,3.78
difficulty,2.57,4.21,4.64
diffuse,5.04,3.86,4.75
dig,5.28,3.67,4.67
digest,4.74,2.9,4.92
digestion,4.5,3.86,5.21
digestive,5,4,4.71
digit,4.84,3.05,4.35
digital,6,4.36,5.82
dignified,6.55,3.48,6.25
dignify,5.68,4.24,5.78
dignity,7.2,3.71,6.85
dike,4.22,4.85,4.92
dilation,5.16,4.14,4.19
dildo,4.57,5.09,5.48
dilemma,4.24,5.19,2.96
diligence,5.68,4.63,6.85
diligent,6.14,4.33,7.05
dill,5.85,3.25,5.76
dim,3.37,3.55,4.83
dime,5.58,3.52,5.32
dimension,5.24,3.73,5
dimensional,6.16,3.41,4.79
diminish,4.05,3.87,5.05
diminutive,4.42,3.5,4.62
dimwit,3.48,3.5,3.95
dine,6.6,4,6.05
diner,6.75,4.04,6.43
dinghy,4.82,4.17,4.67
dingo,5.65,4.25,4.8
dingy,3.45,4.57,4.89
dining,6.77,4.7,6.63
dinky,4.1,3.67,4.19
dinner,6.4,3.85,6.05
dinnertime,6.58,5.2,6
dinosaur,6.11,5.33,4.41
diocese,5.05,4,4.54
dioxide,4.58,3.95,4.71
dip,5.42,3.35,5.2
diploma,6.32,5.25,6.82
diplomacy,5.53,5.22,5.42
diplomat,4.65,3.65,5.67
diplomatic,5.9,4.45,5.62
dipper,5.39,3.36,5.7
dippy,4.26,4.32,5.26
dipstick,4.09,3.52,3.8
dire,3,5,4.17
direct,5.75,4.29,6.38
direction,5.45,3.33,6.18
directive,5.7,4.3,5.96
director,4.95,3.75,6.89
directory,5.21,3.33,6.13
dirt,4.5,3.44,4.7
dirty,3.17,5.05,5.05
disability,2.95,3.9,4.7
disable,3.58,3.6,4.04
disabled,2.7,3.71,4.52
disadvantage,2.68,3.9,3.62
disagree,2.84,4.9,5.45
disagreeable,3.29,4.26,4.48
disagreement,2.86,3.91,5.11
disappear,4.1,4.35,5.42
disappearance,3.75,4.95,3.91
disappoint,3.38,3.91,4.07
disappointed,2.65,4.47,4.08
disappointing,2.79,4.1,4.26
disappointment,2.79,4.9,4.08
disapproval,3.4,4.23,5.26
disapprove,3.55,3.81,5.21
disarm,4.38,3.7,5.94
disaster,1.71,6.35,2.97
disastrous,2.21,4.23,3.89
disband,4,3.38,5.36
disbelief,4.21,5.58,5.22
disc,5.6,3.56,5.58
discard,4,3.71,5.95
discerning,4.95,4.26,4.94
discharge,3.4,4.94,4
disciple,4.67,3.52,4.32
disciplinary,3.6,4.56,4.58
discipline,5.9,5.8,5.96
disciplined,6.15,4.4,5.72
disclose,4,4.45,5.89
disclosure,4.71,3.15,4.27
disco,5.76,5.25,5.24
discoloration,3.82,4.05,4.77
discomfort,2.84,4.43,3.55
disconcerting,3.58,4.36,4.84
disconnect,3.81,3.12,4.6
discontent,2.75,4.67,3.68
discontinue,3.94,3.89,4.41
discord,3.58,5.43,4.12
discount,5.78,4.62,5.86
discourage,3.05,3.73,3.71
discouraged,3.18,3.38,3.5
discouraging,2.89,4.17,4.22
discourse,3.18,4.27,5.2
discover,7.18,5.7,6.79
discovery,6.81,6.04,6.25
discredit,3.14,4.05,4.29
discreet,5.05,3.4,6.45
discrepancy,3.43,3.75,3.73
discretion,5.4,3.57,5.88
discretionary,5.53,3,5.11
discriminate,3.18,4.05,5.05
discriminating,2.33,4.78,3.95
discrimination,2.45,5.62,4.57
discuss,5.89,2.76,6.44
discussion,6.18,5,5.95
disdain,3.71,3.21,4.21
disdainful,3.13,4.7,4.48
disease,1.68,5.5,2.8
diseased,2.24,5.48,3.08
disembodied,3.73,5.5,4.17
disengage,4.05,3.95,5.4
disgrace,2.45,4.28,3.32
disgraceful,2.35,4.08,2.79
disgruntled,3.11,3.55,3.64
disguise,4.81,4.36,4.76
disgust,3.32,5,4.84
disgusted,2.68,4.89,4.24
disgusting,2.27,6.15,4.79
dish,5.7,3.57,5.5
dishonest,3,4.95,5
dishonesty,2.05,5.39,4.32
dishonor,2.37,4.82,3.79
dishonorable,2.33,5.76,3.71
dishwasher,5.32,3.05,5.21
disinfect,5.11,4,5.64
disinfectant,5.1,2.96,5.8
disintegrate,4.32,5.43,4.52
disk,5.24,2.95,5.22
dislike,3.25,4.27,5.81
disloyal,2.27,5.14,3.28
disloyalty,2.57,5.77,3.71
dismal,2.6,3.29,4.96
dismantle,4.74,4.05,4.5
dismay,3.1,2.85,3.95
dismiss,4.58,3.7,5.08
dismissal,4.05,4.48,4.79
dismissive,3.4,2.67,4.46
dismount,5.05,3.59,6.11
disobedience,3.32,4.5,4.41
disobey,3.19,5.35,4.33
disorder,3.76,4.9,4.19
disorderly,2.95,4.85,4.05
disorientation,3.57,5.1,3.14
disoriented,3.26,4.81,4
disown,2.29,4.54,3.64
disparage,3,3.96,3.52
dispatch,4.9,3.55,5.32
dispatcher,4.59,3.86,4.95
dispensary,5.05,4.14,5.08
dispense,5.24,2.95,5.45
dispenser,5.26,4.18,5.48
dispersal,4.91,4.43,5.16
disperse,4.19,3.67,5.12
displace,2.89,3.8,4.65
displacement,3.68,3.86,4.85
display,6.19,3.81,6.48
displease,2.63,5.71,4.45
displeased,3.41,4.22,5
displeasure,2.52,4.81,4.08
disposable,4,2.9,3.5
disposal,4,4.42,4.1
dispose,4,5.53,4.92
disposition,4.81,4.16,5.61
disprove,3.9,4.3,4.1
dispute,2.52,4.55,4.14
disqualify,2.47,4.7,3.45
disregard,4.52,3.5,4.88
disrespect,2.81,5.35,3.95
disrespectful,2.71,4.65,3.7
disrupt,3.48,4.87,4.62
disruption,3.32,5.48,3.9
disruptive,3.2,6.1,4.92
dissatisfied,3.25,4.82,4.74
dissect,3.95,5.43,5.16
dissection,3.11,4.32,4.91
dissent,4.8,4,3.84
dissertation,4.3,3.71,5.56
dissociative,3.58,4.61,4.07
dissolve,5.43,3.36,4.67
dissuade,4.11,3.35,4.96
distance,3.89,3.81,4.25
distant,4.74,2.95,3.56
distasteful,3.17,5.05,3.92
distilled,5.16,3.11,4.68
distinct,5.55,3.67,5.8
distinction,5.05,3.6,6
distinctive,6.32,3.78,6.18
distinguish,5.26,3.87,5.43
distinguished,6.62,4.4,5.86
distinguishing,5.37,5.7,6
distort,3.38,3.62,4.7
distorted,3.89,5.29,4.09
distortion,3.5,4.43,3.86
distract,3.68,3.55,4.35
distraction,4.05,3.94,4
distraught,2.81,5.64,3.55
distress,3.25,4,3.9
distressed,3.38,6.28,4.16
distressing,3.58,5.52,4.5
distribute,5.05,3.72,4.82
distribution,5.5,3.45,5.21
distributor,4.62,3.2,5.74
district,4.9,3,4.62
distrust,2.95,4.05,3.32
disturb,3.45,4.98,4.29
disturbance,2.68,5.19,3.3
disturbing,2.68,5.65,4.4
ditch,3.2,3.81,5.42
ditto,5.5,3.9,6
ditty,5.38,3.68,5.05
diva,3.68,4.55,5.71
dive,5.81,3.79,5.75
diver,5.66,5.42,5.9
diverse,6,3.64,6.17
diversion,5.22,4.48,5.65
diversionary,4.42,3.52,4.85
diversity,6.14,3.21,4.71
divert,4.42,4.1,5.47
divide,4.78,4.62,4.91
divine,7.15,3.05,5.96
division,4.42,3.57,5.48
divorce,2.49,5.39,4.02
divorcee,3.29,3.8,4.16
divulge,4.79,5.43,5.04
divvy,4.81,3.27,5.77
dizziness,3.36,4.95,4.25
dizzy,3.14,4.67,3.55
do,5.41,3.67,6.35
doable,5.52,4.24,6.65
doc,4.67,3.14,4.28
docile,5.75,2.47,5.46
dock,5.05,3.44,5.88
docket,4.53,3.3,4.87
docking,5.2,3.74,5.71
doctor,5.93,4.05,4.69
doctorate,5.95,3.91,6.52
doctrine,4.89,3,5.35
document,5.42,2.9,5.41
documentary,5.91,3.76,5.41
documentation,4.84,3.38,6.12
documents,5.35,3.73,6.33
dodger,4.7,3.95,6.16
dodgy,4.79,4.55,4.62
dodo,3.91,4,4.95
doer,5.63,4.38,6.96
dog,7,5.43,5.73
dogface,3.95,4.14,4.9
doggy,7,4.79,5.48
doghouse,5.1,2.68,4.72
dojo,6,4.15,5.38
dole,4.95,4.4,4.82
doll,5.88,3.51,5.66
dollar,7.39,5.57,5.07
dollhouse,5.6,3.55,6
dolphin,6.67,3,5.67
domain,5.05,3.36,6.92
dome,5.95,4.42,5.54
domestic,5.05,2.8,6.12
domesticated,5.82,3.67,5.59
dominance,5.19,5.5,4.59
dominant,5.15,5.36,6.78
dominate,4.4,6.4,5.54
domination,3.57,5,5.35
dominatrix,4.32,5.65,3.96
dominion,4.62,4.67,4.96
domino,5,3.46,4.75
donate,6.7,3.25,6.71
donation,7,4,6.73
donkey,6.29,2.9,5.12
donor,6.57,3.76,6.79
doodle,6.39,4.09,6.91
doom,3,6.17,2.42
doomsday,2.8,6.22,3
door,5.43,3.19,6.1
doorbell,5.33,4.17,5.12
doorknob,4.86,2.64,5.58
doorman,5.45,3.35,5.67
doormat,3.68,3.2,4.73
doornail,4.68,3.32,5
doorstep,5.14,3.26,5.1
doorway,5.68,3.65,5.58
dopamine,4.64,4.58,4.38
dope,4.14,4.24,4.95
dopey,3.86,2.91,4.2
dork,4.35,2.88,5.8
dorky,5.12,4.5,5
dorm,5.16,4.29,5.13
dormant,4.85,3,5.11
dormitory,5.06,4.5,4.87
dorsal,5.05,3.7,5.04
dosage,4.57,4,5.79
dose,4.91,2.95,5
dossier,4.84,3.72,5.38
dot,4.84,3.09,5.17
dotted,4.86,3.33,5.4
dotty,5.16,3.55,4.8
double,5.78,3.38,5.11
doubt,3.28,4.33,3.06
doubtful,3.86,4.55,4.23
douche,2.9,4.13,3.81
dough,6,4.1,5.96
doughboy,4.84,4,5.05
doughnut,7.5,4.5,5.87
douse,3.92,3.92,5.21
dove,6.9,3.27,6.14
downer,3.47,3.13,4.05
downfall,3.2,4.5,3.64
downfield,4.84,2.5,4.57
download,6,3.6,6.26
downriver,5.61,3.55,3.8
downside,3.55,4.63,4.29
downtime,5.8,3.06,6.14
downward,4,4.05,3.96
downy,5.77,3.11,5.52
dowry,4.7,3.11,5.17
doze,5.95,3.37,5.65
dozen,5.78,2.95,5.56
Dr. Pepper,6.9,4.48,5.95
drab,2.76,2.35,4.77
draft,5.3,4.1,5.28
drafty,4.3,3.73,4.89
drag,3.68,4.81,5.52
dragon,6.68,5.45,5.17
dragonfly,6.45,3.86,5.41
drain,3.8,2.94,5.17
drainage,3.89,3.52,4.65
drainpipe,4.52,2.91,4.72
drake,5.05,4.32,5.21
drama,4.37,5.14,4.14
dramatic,5.17,6.59,4.77
drape,4.95,3.29,5.38
drastic,4.63,5.2,4.92
drat,4.25,3.4,4.48
draught,3.9,3.32,4.36
draw,6.18,3.6,6.37
drawback,4.38,3.08,4.35
drawbridge,5.45,3.3,4.95
drawer,4.67,3,5.71
dread,3,4.5,3.62
dreaded,2.11,5.1,3.5
dreadful,2.6,4.5,3.38
dream,7.43,4.37,5.4
dreamboat,7.47,4.27,5.91
dreamer,7.45,4.4,6.53
dreamland,7,3.95,5.31
dreamy,7.52,4.9,6.28
dreary,3.55,3.54,4.28
dredge,3.32,3.36,4.18
dress,6.42,4.73,6.64
dresser,5.28,2.58,4.96
dressmaker,6.85,3.05,5.52
dressy,5.82,4.15,7.55
dribble,4.68,3.75,4.67
drift,5.09,3.32,4.57
drifter,4.95,4.32,5.48
driftwood,5.53,3.1,4.96
drill,4.73,5.11,5.48
drink,6.67,5.19,5.87
drinker,3.72,5.32,3.96
drip,5.52,3.7,4.11
drive,6.5,4.19,5.67
drivel,4.29,4.65,4.4
driver,6.39,3.15,5.56
driveway,4.57,3.38,6.24
drizzle,5.18,4.23,4.68
droll,5.09,3.41,5.25
drone,3.5,4.3,4.89
drool,3.28,2.7,4.35
droopy,4,3.18,4.42
drop,4.23,4.67,4.82
dropout,3.33,4.7,3.95
dropper,5.05,3.45,4.46
drought,2.79,3.55,2.95
drown,2.33,5.35,2.65
drowsy,4.25,2.83,3.47
drug,4.11,4.48,3.67
drug dealing,2.81,4.7,3.71
druggist,3.89,4,3.88
drugs,3.86,5.78,4.32
drugstore,4.74,4.05,5.07
drum,6.05,4.67,5.65
drummer,6.53,4.5,5.92
drunk,4.06,5.05,2.94
drunk driving,1.58,5.73,3.36
drunkard,3.28,4.45,3.21
drunken,3,4.36,4.05
drunkenness,3.42,6.05,3.97
dry,4.86,3.8,6.21
dryer,5.21,2.43,4.57
dual,5.14,4.39,5.21
dub,5.35,4.58,5.36
dubious,3.47,4.33,5.17
duchess,6.15,3.92,4.45
duck,6.11,4,5.3
duckling,7.18,3.92,5.83
ducky,6.6,3.81,5.6
duct,4.24,2.8,4.63
dud,3.74,3.33,4.24
dude,5.91,3.81,5.59
due,4.94,4.38,3.72
duel,5.05,5.55,4.82
duet,6.11,3.79,5.71
duffel,4.9,3.5,5.83
dugout,4.55,4.08,4.95
duh,4.5,3.9,4.85
duke,4.8,4.21,5.41
dull,3.4,1.67,4.71
dullard,4.68,3.58,4.65
dumb,2.44,5.3,4.39
dumbbell,4.71,3.54,4.95
dummy,3.66,3.79,3.71
dump,3.73,3.67,4.5
dumpling,6.48,2.5,5.04
dumpster,3.48,4,4.44
dunce,3.24,4.95,4.72
dune,5.35,2.76,5.15
dung,3.86,3.45,4.65
dungeon,3.52,5.13,3.68
dunk,4.67,3.6,5.18
duo,6.45,3.75,5.75
dupe,4,3.73,3.86
duplex,5.67,3.09,4.8
duplicate,4.7,4.5,5.5
duration,5.43,3.3,4.81
duress,2.82,4.45,3.17
dusk,5.63,3.52,5.27
dusky,4.95,4.55,4.58
dust,3.72,3.45,4.56
duster,5.26,2.85,5.75
dustpan,4.67,2.86,5.36
dusty,3.95,4.1,4.7
duty,5.33,3.71,4
dwarf,4.71,3.43,3.84
dweeb,4.17,3.86,4.68
dwell,4.75,3.14,5.3
dwelling,5.21,3.57,5.82
dye,5.25,3.3,4.77
dyke,3.8,3.67,3.67
dynamic,6.1,5.43,5.52
dynamite,4.79,6.4,4.65
dynamo,6.21,5.18,5.82
dynasty,5.16,4.45,5.45
dysentery,3,3.75,3.05
dysfunction,3.18,4.9,3.16
dysfunctional,3.09,4.63,2.95
eager,6.37,5.78,6.46
eagle,6.47,4.57,5.09
ear,5.86,3.5,6.74
earful,4.27,4.19,4.73
earl,5.15,3.64,5.76
earn,7,4.35,6.75
earnest,5.9,3.81,6.67
earnings,6.37,4.84,6.85
earpiece,5.04,3.86,5.95
earring,6.45,3.59,5.71
earrings,5.32,4.22,5.71
earth,6.83,5.04,5.69
earthling,5.53,3.09,4.61
earthly,5.63,3.55,5.83
earthquake,3.05,6.76,2.14
earthy,6.5,3.29,6.56
ease,6.15,2.45,6.42
east,6.33,2.5,5.17
eastbound,5.65,2.2,5.68
eastern,5.37,3.48,4.48
easy,7.47,3.82,6.79
easygoing,7.03,3.2,6.76
eat,7.1,4.38,7.26
eater,4.95,4.23,5.87
eavesdrop,4.05,4.33,5.2
ebony,6.14,4.32,4.71
eccentric,5.37,5.19,6.1
echelon,5.55,3.17,4.43
echinacea,4.8,3.73,5.42
echo,5.2,3.61,4.59
eclectic,5.9,4.5,5.75
eclipse,6.76,5.12,5.79
ecological,5.62,3.81,5.08
economic,5.1,3.62,4.21
economics,5.2,3.7,4.05
economy,3.64,5.32,4.16
ecosystem,6.5,3.71,4.41
ecstasy,7.19,6.11,5.52
ecstatic,6.45,6.95,5.63
edema,3.86,3.27,4.42
edge,4.43,4.65,4.31
edgy,4.81,4.39,4.56
edible,6.68,5.15,6.45
edifice,5,3.95,5.33
edit,4.95,4.1,6.64
editing,5.45,5.58,6.57
edition,5.3,3.79,4.81
editor,5.43,4.09,5.9
editorial,5.18,2.9,5.77
educate,7.48,4.36,6.79
education,6.58,4.64,6.82
educational,6.6,4.52,5.68
educator,6.58,3.5,6.11
eel,4.14,4.79,4.86
eerie,3.4,5.57,3.91
effect,5.5,4.08,5.88
effective,6.95,3.95,7.2
effectiveness,6.9,4.95,6.19
efficiency,6.74,3.74,6.79
efficient,6.95,3.86,6.67
effort,6.47,4.12,6.64
effortless,7.1,3.43,7
egg,5.95,3.28,5.74
egghead,4.47,3.59,4.57
eggnog,6,4.27,5.26
eggplant,5.55,3.14,5.77
eggshell,5.2,3.17,4.33
ego,4.38,4.17,6.05
egomaniac,3.68,5.53,5.19
egotistical,3.08,5.14,5.23
eight,5.37,3.48,5.26
eighteen,5.72,3.83,5.71
eighty,5.43,3.41,4.41
ejaculate,6,6.15,5.83
ejaculation,5.42,6.18,5.04
eject,3.95,4.42,5.18
ejection,3.5,4.29,3.62
El Nino,4.29,4.09,3.52
elaborate,6.38,4.23,6.05
elastic,5.71,4.35,5.05
elated,6.56,5.14,6.86
elbow,5.38,3.2,6.02
elder,6.11,2.5,4.14
elderly,4.63,2.73,4.91
elect,5.52,4,5.43
election,4.5,4.23,5
elective,5.38,3.54,6.35
electoral,4.21,3.86,4.96
electric,6.1,4.05,5.48
electric slide,6.05,4.73,5.67
electrical,5.57,6,4.97
electrician,5.21,3.19,5.73
electricity,6.15,4.3,4.68
electrocute,3.27,6,4.42
electrocution,2.45,5.76,2.5
electromagnetic,5.1,5.22,4.86
electron,5.33,3.82,4.57
electronic,6.52,3.64,5.41
electronics,6.5,4.6,5.96
elegance,6.91,4.24,6.26
elegant,7,4.43,5.95
element,5.58,3.9,5
elemental,5.19,4.35,4.77
elementary,6.11,3.5,4.91
elephant,6.17,4.23,4.23
elevate,6.42,4.65,5.67
elevation,5.67,3.57,6.06
elevator,5.95,3.65,4.92
eleven,5,3.05,5.2
elf,6.1,4.3,5.43
elicit,4.14,5.27,4.4
eligible,6.45,4.81,6
eliminate,3.89,3.64,5.48
elimination,3.86,3.35,4.33
elite,5.71,5.9,5.34
elitist,4.5,4.57,5.74
elixir,5.68,3.95,5.43
elk,5.81,3.48,4.67
elm,6.32,3.05,5.43
elope,6.58,5.7,6.21
eloquence,6.76,3.91,6.46
eloquent,7.16,4.61,6.37
elude,4.62,4,5.05
elusive,4.3,4.5,4.73
email,6,4.5,6.11
emancipation,6.57,3.65,4.73
embankment,5,3.62,5.43
embargo,5.05,4.59,5.45
embark,5.89,4.3,6.39
embarrass,3.38,5.47,4.22
embarrassed,3.51,5.38,3.67
embarrassing,3.53,5.95,3.87
embarrassment,2.72,5.45,2.92
embassy,5.3,3.91,5.79
embattled,4.05,4.02,4.88
embezzlement,2.95,4.67,4.18
embezzler,3.05,5.24,3.79
emblem,6,2.67,5.46
embodiment,5.72,3.78,4.91
embolism,2.14,4.17,4.05
embrace,7,5.82,6.58
embroidery,6.53,2.85,6.05
embryo,5.75,3.7,4.86
emcee,5.15,4.05,4.74
emerald,7.3,5.33,6.32
emerge,5.75,4.74,6.67
emergency,2.72,6.43,2.72
emery,4.74,3.59,5.6
eminence,5.43,4.5,5
eminent,5.58,4.95,5.09
emissary,4.76,3.39,5.56
emission,4.1,3.67,4.68
emit,4.81,3.96,5.26
emotion,6.62,4.75,5
emotional,5.11,5.32,4.5
empathize,7.1,3.55,6.38
empathy,7.29,3.62,5.9
emperor,4.68,4.25,5.32
emphasis,5.26,4.1,5
emphasize,5.75,4.21,6.43
emphysema,2.47,4.25,4.3
empire,5.36,4.59,5.95
empirical,4.67,4.14,5.3
employ,5.89,3.83,5
employee,5.29,4.65,4.81
employer,5.3,4.06,3.3
employment,6,5.02,5.36
emporium,5.25,4.17,6.05
empress,4.95,3.87,6.1
emptiness,3.26,3.18,4.1
empty,3.78,2.25,3.61
emu,5.45,4,6.21
emulate,5.11,4.15,5.83
enable,5.13,3.95,5.45
enamel,5.42,3.79,5.31
enchanted,7.16,5.27,6
enchanting,6.8,5.56,5.5
enchantment,6.8,5.29,5.22
enchantress,5.82,4.1,5.68
enchilada,6.63,4.39,5.82
enclosure,4.6,3.35,4.64
encore,6.9,4.09,5.52
encounter,5.16,4.67,5.3
encourage,7.16,4.38,6.2
encouragement,6.7,5.59,6.58
encouraging,6.89,4.23,6.87
encryption,5.14,4,5.32
encyclopedia,6.14,5,6.48
end,4.73,3.95,4.41
end table,5.25,2.7,4.9
endanger,2.67,4.72,3.95
endangerment,3,4.84,3.84
endearing,7.17,4.17,6.26
endeavor,6.42,4.19,5.75
endgame,4.23,5.26,5.32
ending,4.23,4.19,4.59
endless,4,4.23,3.25
endorse,5.2,3.17,6.45
endorsement,6.05,3.76,5.92
endowment,6,3.67,6.15
endurance,6.86,5.6,6.03
endure,4.95,3.77,6.06
enduring,6.67,3.36,6.37
enema,3.29,4.13,3.2
enemy,2.22,5.3,2.5
energetic,7.57,6.1,5.81
energize,7.43,6,6.55
energy,6.9,6.25,6.53
enforce,5.32,5.3,5.49
enforcement,4.67,4.48,4
enforcer,3.81,4.2,5.36
engage,6.6,5.28,6.42
engaged,6.78,5.2,5.42
engagement,6.65,5.19,6.29
engine,5.48,3.89,5.36
engineer,5.79,4.22,6.53
engineering,6,3.14,5.61
engraving,6.17,3.05,5.44
enhance,6.62,4.04,6.58
enhancement,6.29,4.39,6.22
enigma,5.35,4.65,5.18
enjoy,7.67,5,7.28
enjoyable,7.63,4.77,7
enjoyment,8.37,5.48,6.56
enlarge,5.33,3.87,5.89
enlargement,4.65,3.86,5.4
enlighten,7.38,3.23,6.3
enlightening,7,5.91,6.37
enlightenment,6.79,4.52,6.5
enlist,4.42,3.71,5.58
ennui,4.13,3.26,4.7
enormous,5.68,5.05,6
enraged,2.33,5.22,4.4
enroll,5.94,4.25,5.86
enrollment,6.19,3.76,6.05
ensemble,5.67,3.86,5.4
enslave,2.67,5.35,4.08
ensure,5.71,3.57,5.96
entail,5.35,4.11,5
enter,6.09,4.3,6.79
enterprise,6,4,5.65
enterprising,5.52,4.33,6.2
entertain,7.21,5.19,6.7
entertainer,6.48,6.15,5.31
entertaining,8,5.28,6.45
entertainment,7.59,6.42,5.86
enthusiasm,7.14,4.18,6.69
enthusiast,6.65,5.91,6.89
enthusiastic,7.55,5.9,6.21
entice,5.33,4.42,5.15
entire,5.67,2.85,5.06
entirety,5.95,3.1,6.13
entitle,4.89,4,6.38
entity,5.19,3.48,4.94
entourage,4.9,4,5.29
entrails,3.37,4.7,4.21
entrance,6.05,3.7,5.41
entrapment,3.3,5.91,3.57
entree,6.63,3.95,6.82
entrepreneur,6.14,3.68,7.67
entrust,6.32,3.2,6.8
entry,4.95,4.41,6.37
envelope,5.95,2.8,5.5
envious,3.52,5.1,3.86
environment,6.7,3.45,4.62
